agency_id,agency_name,sector,language,written_tier,oral_tier,collection_tier,pathway_in_language,pathway_type,translated_page_count,translated_page_slugs,evidence_url,oral_availability,oral_hours,capture_date,notes,assigned_by,assignment_method
kcmetro,King County Metro,transit,Sotho,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Sotho,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Spanish,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Spanish,3,2,,True,in_language_document,2,i-speak-card; 2021-progress-report,https://www.soundtransit.org/sites/default/files/documents/i-speak-language-assistance-2019.pdf,,,2026-09-05,"On the 'I Speak' language assistance card, last updated 2019-07-05. Rule 4 accepts a point-to-your-language card as a pathway | Also has a 2021 system expansion progress report in this language | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Swahili,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Swahili,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Tagalog,3,2,,True,machine_widget,1,/dept/metro/programs-and-projects/future-of-paratransit/tagalog,https://kingcounty.gov/en/dept/metro/programs-and-projects/future-of-paratransit/tagalog,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Metro publishes one translated page in this language | Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Tagalog,3,2,,True,in_language_document,2,i-speak-card; 2021-progress-report,https://www.soundtransit.org/sites/default/files/documents/i-speak-language-assistance-2019.pdf,,,2026-09-05,"On the 'I Speak' language assistance card, last updated 2019-07-05. Rule 4 accepts a point-to-your-language card as a pathway | Also has a 2021 system expansion progress report in this language | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Taishanese,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Taishanese,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Tajiki,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Tajiki,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Tamil,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Tamil,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Tarasco,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Tarasco,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Tedim,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Tedim,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Telugu,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Telugu,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Thai,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Thai,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Tibetan,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Tibetan,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Tigrinya,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Tigrinya,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Tongan,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Tongan,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Turkish,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Turkish,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Twi,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Twi,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Ukrainian,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Ukrainian,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Urdu,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Urdu,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Uzbek,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Uzbek,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Vietnamese,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Vietnamese,3,2,,True,in_language_document,2,i-speak-card; 2021-progress-report,https://www.soundtransit.org/sites/default/files/documents/i-speak-language-assistance-2019.pdf,,,2026-09-05,"On the 'I Speak' language assistance card, last updated 2019-07-05. Rule 4 accepts a point-to-your-language card as a pathway | Also has a 2021 system expansion progress report in this language | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Wolof,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Wolof,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Yap,0,0,,False,none,0,,https://kingcounty.gov/en/dept/metro/contact-us,,,2026-09-05,"Not covered by the widget and no in-language pathway, so there is no published route to the interpreter line in this language",EH,derived
sound_transit,Sound Transit,transit,Yap,0,0,,False,none,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"No widget coverage and not on the I Speak card | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
kcmetro,King County Metro,transit,Yoruba,1,2,,True,machine_widget,0,,https://kingcounty.gov/en/dept/metro/contact-us,weekdays,"6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget. The interpreter line instruction at 206-553-3000 is published in English only | The interpreter line is option 1 on the general call centre number and shares its hours: 6am-6pm trip planning, 8am-5pm fares, closed weekends and holidays",EH,derived
sound_transit,Sound Transit,transit,Yoruba,1,2,,True,machine_widget,0,,https://www.soundtransit.org/get-to-know-us/office-civil-rights-equity-inclusion/title-vi-civil-rights/registering-complaint,,,2026-09-05,"Tier 2 rests entirely on the unrestricted Google Translate widget | Sound Transit's Title VI threshold is 25,000+ speakers and about 1% of a 1,087 sq mi three-county district. No language specific to South King County can reach it",EH,derived
